Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
16.68000  		-0.00507        	-12.60257        	0.34118          
16.68500  		-0.00635        	-12.88273        	0.27750          
16.69000  		-0.00614        	-13.18921        	0.21231          
16.69500  		-0.00569        	-13.47937        	0.14563          
16.70000  		-0.00558        	-13.75579        	0.07754          
16.70500  		-0.00543        	-14.02583        	0.00808          
16.71000  		-0.00578        	-14.30074        	-0.06273         
16.71500  		-0.00624        	-14.59558        	-0.13496         
16.72000  		-0.00657        	-14.90966        	-0.20871         
16.72500  		-0.00684        	-15.23852        	-0.28408         
16.73000  		-0.00623        	-15.55910        	-0.36109         
16.73500  		-0.00548        	-15.84627        	-0.43961         
16.74000  		-0.00592        	-16.12584        	-0.51954         
16.74500  		-0.00638        	-16.42754        	-0.60091         
16.75000  		-0.00616        	-16.73505        	-0.68382         
16.75500  		-0.00620        	-17.03801        	-0.76825         
16.76000  		-0.00571        	-17.32997        	-0.85418         
16.76500  		-0.00566        	-17.60880        	-0.94153         
16.77000  		-0.00771        	-17.93663        	-1.03035         
16.77500  		-0.00804        	-18.32290        	-1.12099         
16.78000  		-0.00555        	-18.65636        	-1.21349         
16.78500  		-0.00499        	-18.91501        	-1.30743         
16.79000  		-0.00672        	-19.20223        	-1.40269         
16.79500  		-0.00805        	-19.56444        	-1.49958         
16.80000  		-0.00917        	-19.98670        	-1.59844         
16.80500  		-0.01022        	-20.46226        	-1.69954         
16.81000  		-0.01189        	-21.00466        	-1.80317         
16.81500  		-0.01513        	-21.66734        	-1.90978         
16.82000  		-0.01794        	-22.47836        	-2.02009         
16.82500  		-0.01814        	-23.36321        	-2.13469         
16.83000  		-0.01713        	-24.22822        	-2.25369         
16.83500  		-0.01807        	-25.09145        	-2.37697         
16.84000  		-0.02011        	-26.02773        	-2.50473         
16.84500  		-0.01886        	-26.98345        	-2.63728         
16.85000  		-0.01483        	-27.80979        	-2.77434         
16.85500  		-0.01233        	-28.47606        	-2.91511         
16.86000  		-0.01089        	-29.04558        	-3.05894         
16.86500  		-0.00803        	-29.50968        	-3.20539         
16.87000  		-0.00472        	-29.82252        	-3.35379         
16.87500  		-0.00205        	-29.98866        	-3.50337         
16.88000  		0.00028         	-30.03213        	-3.65347         
16.88500  		0.00252         	-29.96333        	-3.80350         
16.89000  		0.00459         	-29.78895        	-3.95293         
16.89500  		0.00568         	-29.53712        	-4.10126         
16.90000  		0.00658         	-29.23647        	-4.24822         
16.90500  		0.00857         	-28.86508        	-4.39351         
16.91000  		0.01112         	-28.38234        	-4.53668         
16.91500  		0.01395         	-27.76752        	-4.67712         
16.92000  		0.01630         	-27.02550        	-4.81415         
16.92500  		0.01730         	-26.20123        	-4.94723         
16.93000  		0.01826         	-25.32892        	-5.07608         
16.93500  		0.01991         	-24.39273        	-5.20042         
16.94000  		0.02077         	-23.39511        	-5.31990         
16.94500  		0.02097         	-22.37158        	-5.43432         
16.95000  		0.02171         	-21.32493        	-5.54358         
16.95500  		0.02231         	-20.24533        	-5.64752         
16.96000  		0.02300         	-19.13414        	-5.74598         
16.96500  		0.02410         	-17.97906        	-5.83879         
16.97000  		0.02417         	-16.79530        	-5.92572         
16.97500  		0.02335         	-15.62999        	-6.00677         
16.98000  		0.02335         	-14.48480        	-6.08206         
16.98500  		0.02431         	-13.31595        	-6.15158         
16.99000  		0.02512         	-12.10367        	-6.21514         
16.99500  		0.02458         	-10.88486        	-6.27260         
17.00000  		0.02259         	-9.72802         	-6.32410         
17.00500  		0.02188         	-8.63736         	-6.36999         
17.01000  		0.02326         	-7.53042         	-6.41044         
17.01500  		0.02389         	-6.37406         	-6.44522         
17.02000  		0.02355         	-5.21041         	-6.47417         
17.02500  		0.02281         	-4.07339         	-6.49737         
17.03000  		0.02096         	-3.00002         	-6.51501         
17.03500  		0.01970         	-2.00280         	-6.52749         
17.04000  		0.01957         	-1.03972         	-6.53510         
17.04500  		0.01872         	-0.10085         	-6.53793         
17.05000  		0.01781         	0.79489          	-6.53618         
17.05500  		0.01739         	1.65798          	-6.53004         
17.06000  		0.01610         	2.47929          	-6.51967         
17.06500  		0.01474         	3.23575          	-6.50535         
17.07000  		0.01456         	3.95438          	-6.48737         
17.07500  		0.01372         	4.64785          	-6.46585         
17.08000  		0.01199         	5.27830          	-6.44100         
17.08500  		0.01152         	5.85492          	-6.41316         
17.09000  		0.01082         	6.40275          	-6.38250         
17.09500  		0.00876         	6.88285          	-6.34924         
17.10000  		0.00798         	7.29345          	-6.31378         
17.10500  		0.00796         	7.68447          	-6.27634         
17.11000  		0.00626         	8.03316          	-6.23701         
17.11500  		0.00359         	8.27455          	-6.19619         
17.12000  		0.00118         	8.39135          	-6.15447         
17.12500  		-0.00019        	8.41549          	-6.11243         
17.13000  		-0.00084        	8.39010          	-6.07040         
17.13500  		-0.00240        	8.31051          	-6.02862         
17.14000  		-0.00474        	8.13542          	-5.98745         
17.14500  		-0.00645        	7.86100          	-5.94743         
17.15000  		-0.00788        	7.50943          	-5.90897         
17.15500  		-0.00985        	7.07452          	-5.87247         
17.16000  		-0.01160        	6.54837          	-5.83838         
17.16500  		-0.01257        	5.95561          	-5.80710         
17.17000  		-0.01352        	5.31577          	-5.77890         
17.17500  		-0.01442        	4.63050          	-5.75402         
17.18000  		-0.01434        	3.92522          	-5.73263         
17.18500  		-0.01421        	3.22504          	-5.71476         
17.19000  		-0.01501        	2.50841          	-5.70041         
17.19500  		-0.01538        	1.76318          	-5.68972         
17.20000  		-0.01490        	1.02055          	-5.68277         
17.20500  		-0.01478        	0.29264          	-5.67949         
17.21000  		-0.01523        	-0.44334         	-5.67986         
17.21500  		-0.01587        	-1.20611         	-5.68397         
17.22000  		-0.01641        	-1.99786         	-5.69197         
17.22500  		-0.01647        	-2.80431         	-5.70397         
17.23000  		-0.01582        	-3.59631         	-5.71999         
17.23500  		-0.01538        	-4.36153         	-5.73989         
17.24000  		-0.01525        	-5.11266         	-5.76358         
17.24500  		-0.01437        	-5.83914         	-5.79098         
17.25000  		-0.01299        	-6.51028         	-5.82188         
17.25500  		-0.01204        	-7.12428         	-5.85598         
17.26000  		-0.01197        	-7.71310         	-5.89308         
17.26500  		-0.01262        	-8.31599         	-5.93314         
17.27000  		-0.01304        	-8.94513         	-5.97628         
17.27500  		-0.01266        	-9.57527         	-6.02259         
17.28000  		-0.01223        	-10.18571        	-6.07200         
17.28500  		-0.01252        	-10.79270        	-6.12444         
17.29000  		-0.01252        	-11.40664        	-6.17994         
17.29500  		-0.01122        	-11.98876        	-6.23846         
17.30000  		-0.00909        	-12.48680        	-6.29969         
17.30500  		-0.00695        	-12.88022        	-6.36315         
17.31000  		-0.00600        	-13.19784        	-6.42836         
17.31500  		-0.00613        	-13.49516        	-6.49509         
17.32000  		-0.00577        	-13.78697        	-6.56331         
17.32500  		-0.00601        	-14.07595        	-6.63296         
17.33000  		-0.00837        	-14.42861        	-6.70417         
17.33500  		-0.01148        	-14.91552        	-6.77747         
17.34000  		-0.01364        	-15.53178        	-6.85354         
17.34500  		-0.01408        	-16.21161        	-6.93289         
17.35000  		-0.01304        	-16.87651        	-7.01563         
17.35500  		-0.01162        	-17.48115        	-7.10156         
17.36000  		-0.00968        	-18.00340        	-7.19031         
17.36500  		-0.00651        	-18.40029        	-7.28138         
17.37000  		-0.00354        	-18.64682        	-7.37406         
